product_id,mall_name,price,product_url,is_lowest,currency
prod_oy_a000000243732,올리브영,23800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000243732,true,KRW
prod_oy_a000000180890,올리브영,23000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180890,true,KRW
prod_oy_a000000209746,올리브영,27000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000209746,true,KRW
prod_oy_a000000149966,올리브영,14200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000149966,true,KRW
prod_oy_a000000166013,올리브영,45900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166013,true,KRW
prod_oy_a000000203925,올리브영,68000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203925,true,KRW
prod_oy_a000000200328,올리브영,25000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200328,true,KRW
prod_oy_a000000144035,올리브영,61600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144035,true,KRW
prod_oy_a000000203876,올리브영,19900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203876,true,KRW
prod_oy_a000000235051,올리브영,25000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000235051,true,KRW
prod_oy_a000000144177,올리브영,19600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000144177,true,KRW
prod_oy_a000000246575,올리브영,49900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000246575,true,KRW
prod_oy_a000000239651,올리브영,29200,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000239651,true,KRW
prod_oy_a000000192301,올리브영,44600,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000192301,true,KRW
