product_id,dry_fit,oily_fit,combination_fit,normal_fit,dehydrated_oily_fit,sensitive_fit,sensitivity_tag,confidence,reason
sephora_173f0e80b45f81,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_9f6db11f2c6b40,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_8f983e57d4f05f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_4ff207dd6dd800,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_4ddc807641dd4f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
sephora_068d1e0ddaaa0e,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
sephora_8ad98cce8c05b8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_ecff4846960196,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_3d3c170bea3b9c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_9860ea60dffef0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_218a3b2d420ea8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_4952662f065e9c,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
sephora_3830fc844d30a5,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
sephora_8cea970591fcf7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_8622e479d0db02,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_f0f0939239232a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_fb1e755abd81dc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_c37018ce93438e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_eb0767e69a2387,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_944a9b26154b45,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_761b87a72854da,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_dd82f99872aff4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_ca69556d87bccf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_5d1fe2f28d6197,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_112973d8a8d189,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_acfb752b3cfa21,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_beb573a88ff1a5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_b8f4451e3f6315,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_393c5bd54ba50c,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
sephora_386dfda0b7dfd0,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
sephora_64952e5946032a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_4e1de68946e0d6,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_3b56d737bad80b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_619ea6f6d8c08d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_7bc81aa44ca6a5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_84bbce8af91879,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_20622183036a2d,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
sephora_33b0f52f2cbdf5,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_06c6715c15ded2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_d31908614d087b,0.74,0.66,0.67,0.62,0.58,0.47,정보없음,low,오일/밤 제형; 피지/트러블 키워드
sephora_db7ecc4f281e97,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_f053a02ef4f389,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
sephora_e34ef605b183fe,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
sephora_1e3804817467e4,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_85db4116754610,0.74,0.56,0.65,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 오일/밤 제형; 기본추천 제외 상품
sephora_bddbb59a42f239,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_5ea13a2ccce478,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_d279c76d07e4c5,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_c5bfa0a1f3473f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_6d1e29e826ae77,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_6baff6ef5631af,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
sephora_a3ec4d37384325,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_b306ec79e0a737,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_5c947619e81e69,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_3a2d6618ea1ed1,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_946358a40c26d2,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_64fa51c9c0c972,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_fc520bee788e9c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_5a96ce10bf76ed,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_05da60405bbb07,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
sephora_749e8549992077,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_dc7a83e35c836d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_bdacf50dfadf8c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_76fbac699bff66,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
sephora_a563f639ca4b82,0.74,0.74,0.77,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 오일/밤 제형; 피지/트러블 키워드
sephora_7de0c1fd211134,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_5e007d83709957,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_f20816faae040f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_7dea57b8a6e181,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_42de9daf0db4a4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_dbaea79fc46f84,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_1ae97dbdd74a92,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형; 기본추천 제외 상품
sephora_34f655b4ff3003,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_852d295f624478,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_7797746eeb5337,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_897fce4ede1f68,0.74,0.66,0.67,0.62,0.58,0.47,정보없음,low,오일/밤 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_7b0e753ad13ced,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_15c7ccae25afa0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_5811c3a7ea8c9e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_8d7c0433e92bc4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_516a83285a78bf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_e6ab43f0b2f6aa,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_a3c88b476fab89,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_67616a458393d6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_02d517d927dcee,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
sephora_51d8da7de368e8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_af2f443dfa8c85,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_52d19d9aedab50,0.74,0.66,0.67,0.62,0.58,0.47,정보없음,low,오일/밤 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_1d2e246189a63e,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
sephora_92af981f65c974,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_0ead77c7a968e2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_191458eb410b5d,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
sephora_917ca8d42ba02a,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
sephora_4bf047ae445d33,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_d05d7d75a3d717,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_e98577ae970376,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_315745acda39b8,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_44c8e06068c2a9,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_c80726895817df,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_59f1e0801f7ab7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_cd6362e271c3ee,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드
sephora_15142a48724bad,0.74,0.66,0.67,0.62,0.58,0.47,정보없음,low,오일/밤 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_4ea343ef2f4dfc,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_37acefeec168f6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_968b050552014e,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_97864fbc93898e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
sephora_915d3f172245f9,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_ab018edf10c0a8,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
sephora_59c14865e286b6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_0add0eacd998ce,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_587318ccd88abb,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
sephora_459f66dc82df6a,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형
sephora_117ad8bd371fd7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_bfbd515fb4ef70,0.78,0.84,0.82,0.70,0.92,0.47,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형; 피지/트러블 키워드
sephora_87ee8cb29c77a3,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_0b04f2eb024fcf,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_f2c41cf9643938,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_28d616193d0849,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
sephora_46a11759392833,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_fce54229394b82,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_ec59ec652b7ca0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_efa4a81eb73906,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_53434a52314e9a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_4f522d24e0e127,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_2c972727d3e51c,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
sephora_750533685294d0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_246cb35ca860e8,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
sephora_da49d9c2d76f6c,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
sephora_c72f3f96a8789f,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
sephora_a0c37544314498,0.94,0.56,0.65,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형; 오일/밤 제형
sephora_6fa5e7a05184c9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
sephora_075e11d53322de,0.74,0.74,0.77,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 오일/밤 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_235be040a7f3a3,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
sephora_dd519be06c0df7,0.84,0.66,0.70,0.70,1.00,0.77,민감가능,low,보습/장벽 컨셉; 가벼운 수분 제형; 진정/민감 키워드
sephora_1190612d883f1c,0.58,0.84,0.82,0.62,0.70,0.47,정보없음,low,가벼운 수분 제형; 피지/트러블 키워드; 기본추천 제외 상품
sephora_181776bdadfad9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_6bd9fb64685f83,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_e7d1004c2bd497,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
sephora_b10a51f6ef753e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
sephora_6482684a2ea970,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
sephora_81fbe7689e6502,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_19b39df8db06f2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f18e20bd9156bf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6f017bd4129204,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_d4346f18a5f200,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_ef8fef30d05856,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_afd33a5dc29c3b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_af239b0f762ede,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_35544247626a8c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_80699a9164a281,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_7af99fe02ed072,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_b91542c3d5183d,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
ulta_43aadf8749fc30,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_bcdb94728ab2f5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f84d1f4e54811a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f2d85dcc6990d4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0904632dfc0ecb,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_e7b75d8ee55d68,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_d7dcaa119ae045,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f50458720922df,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_e7289dfee6f589,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_9fcf792a010b4e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_9080933a888187,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_5dd0a64999e7af,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_be4bfb89ac0cae,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_e70ee894fe6e8a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_64e6c80b187c05,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_f7d61b524e03fa,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_498a49f55f76f2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_1892416fc59d99,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_cf1ae3860a3590,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_2a0a7e0bc1f159,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_6cd1d4ab21f53a,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_8685165358836e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_9407e4e63f018c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_267154dfbff5b3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_7c609ac6088c13,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_cbefc2634a1429,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_053d039849e032,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_22115a59d74e8a,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_bccd92eef2cdbe,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_fdb2dd91b57355,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_efbebc13b130bf,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_71eb15f21b3473,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_0869ff9b7d5b60,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_78f813a67f7761,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_2cf67ff3e01b9f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_63fd028ef0024a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_f0d291c898aa79,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_540081f8b3a925,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_8e61495eacfaa8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_979f1734e9e2b6,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_3bb53cf1985763,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
ulta_3905bea5f068e2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_babea68172dd9d,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_f32cf3c0b8e979,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_df7e4c3a26a8fe,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_30dd2a2fd98574,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_44da6fa7b43c34,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_31efc626715291,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_2d93d4def3f152,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_057e343f9ddce7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
ulta_840bb4fa43d0aa,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_8c9c880d6d8888,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_ed55ddc217611b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_c12d522fb6a95b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_c1c10ed1b2690f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
ulta_e2e1ee83a56ac8,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_cd2c14eeffae73,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_d8161e257f3566,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_fa0a650b570342,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_72a061d4984f64,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_5f2ae3e5999d83,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_045d8ce32a35c5,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
ulta_7291713e0f7c62,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_a0cf7739154d63,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_82a8ba796c834c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_ed78c458a52095,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_e8fe918787dd14,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_857a0e87529505,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
ulta_90e1e17fc92167,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_496cbf9369eb75,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
ulta_355bca409b8025,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
ulta_5ae819e5988e47,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
ulta_3e46d6160ce550,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
ulta_fea5bdb3818d7a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
