product_id,dry_fit,oily_fit,combination_fit,normal_fit,dehydrated_oily_fit,sensitive_fit,sensitivity_tag,confidence,reason
cultbeauty_497035f39f39d6,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_9fce88e1f11ace,0.80,0.48,0.55,0.62,0.66,0.77,정보없음,low,오일/밤 제형; 진정/민감 키워드; 기본추천 제외 상품
cultbeauty_6972518fa9e4e3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_cdb47f7b9e38e8,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_650718a9b71165,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_f605f3d45647b6,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
cultbeauty_a6f4e78bddcf98,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
cultbeauty_7338116aad6d2a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_adbe2f6c8d6002,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_5d1e4d0e0a952e,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
cultbeauty_d3d31a8cfdcd14,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_80a5d3c23c4d78,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_05d7d554ef6016,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_a3dc57da1e8c33,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_13e0ce26d22f30,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_244c872e1ed805,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_454ab77be2b930,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_70357f49a1a8f7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_e158fdf8459840,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_1e17a014e9d244,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_6456c7614fda9a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_ad0f9e650a63d0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_543efc36aed124,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_155350c7c4441b,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_85d59c3baeb276,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_3cef0b1133df10,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_30184d1373cc31,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
cultbeauty_6251bcc15cd318,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_bf678349a72c05,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_256c4d8d992d27,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_7bc6a5ecd81e08,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_623b42d6bca0d4,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
cultbeauty_ebd84207811a61,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_c157f6e5c47ea9,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
cultbeauty_8a4d58675dd7c3,0.84,0.58,0.60,0.70,0.88,0.77,정보없음,low,보습/장벽 컨셉; 진정/민감 키워드; 기본추천 제외 상품
cultbeauty_427a5cb67bc5ee,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_b741113cc57b64,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_c4e27daef4dd32,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_9c6b73648d2756,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_fd12fd88f40fcd,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
cultbeauty_084298dab6e6e3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_4053fb28c4c407,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_1e56cad3a343dd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b53852afdf827c,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_9c35949c1d3fc3,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_fa5f6a77fc1c95,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_fe8bb215036090,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_47f2a31b053e58,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_c7e0b418f526e0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_d7141f4926e3d0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_791f7967b8dc48,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_92826ad528ef8c,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
cultbeauty_7ca913a1819e27,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_ed541399e37bc9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b778e4983d4932,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_4428e9e2bf52d2,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_9636c0eac070b4,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_8a845044dece7a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_71a7157befe257,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_5d67b5505d4347,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_934e7ebeeff412,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_6e3c2f8dada818,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
cultbeauty_0c7e073051dd9e,0.64,0.58,0.60,0.62,0.66,0.77,정보없음,low,진정/민감 키워드; 기본추천 제외 상품
cultbeauty_45337538baf939,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_615151f31299a5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_db84c662cbd84b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_92cf24b9e67394,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_e7e5c24c985a10,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_0912ae7c092b9b,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_15023f18c0f675,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_335bd3fa1cafee,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_3fdba3b7be4a1f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_10ce5b62f6905d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_2e90bcd7dd46e7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_258a052f8c6742,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_546d223f05c713,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_a352a384e7753c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_32b2f8cc3de2ff,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b1a27c2b0a5a79,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_4c043e193735fe,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_4da494b46ce9fe,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_a5a0bccda422a6,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_f08382fdc45aa7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_2eb06973e42367,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_159fd859242911,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_d97bc0c479f89b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_6295027352a181,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_31fd552b6c083f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_bc9cfdbd0574f3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_9c4aaa58fe5fb5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_e8a0fac612014d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_81bdccfdf47ff0,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_a5e5d73f9ff75d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b28af5a4e68b15,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_2fd797b2147b60,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_24c986fd471c3b,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_cd2b3adfbb7187,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_5337bd294a279e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_c79ea88f96b572,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_ff41d3224aef6c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_3a71a653c230b5,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
cultbeauty_f3eb89d6e5d463,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_66d12154740931,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_be742255f6d226,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
cultbeauty_e50c8f7f08b0d3,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_d73f5cfa583a99,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
cultbeauty_30edf95f3914d0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_d8d7b12bc6d5ba,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_89eb37b2dadd91,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_fea154a12b427e,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
cultbeauty_8508823536c3b0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_110509d2c1739b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_4c8819e8b2678a,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_8a8ac465091cbb,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_4a555358068324,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_2f60ed12260702,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_68f03690c500b0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b249f12de90c5b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_e2c11c0c3b888b,0.78,0.76,0.72,0.70,0.80,0.47,정보없음,low,보습/장벽 컨셉; 피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_14d3cfb60c7835,0.64,0.58,0.60,0.62,0.66,0.77,민감가능,low,진정/민감 키워드
cultbeauty_6834dc6fb4758f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_53bd151cb5d4b7,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_5f3b679c47378c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_65781f3cc60332,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_ec48fe0bb9927b,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
cultbeauty_6e3bfff299e520,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_ecc7b51baae964,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 기본추천 제외 상품
cultbeauty_7abe168edf2102,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_c8a4791c0070d2,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_07bd15f5038870,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
cultbeauty_41fb61ef5b059d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b84fa90c7d846e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_2e6506bb63d7fa,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_e0fcce442081b5,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_3603fdf0cc4b84,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_6852ad827b00bd,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_bda3af67fbfc55,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_4f23c9ebb1020d,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_9780af0d81fcd6,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형; 기본추천 제외 상품
cultbeauty_0151b9f6e49901,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_254d3238b6c296,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_780a4008b95994,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_86d9cdb2174cbd,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_d3fa9ab77a7cd9,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_583e8489784e75,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_63bb8deeb48a73,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_9f8b702b8ca135,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_95df4d0d3a8323,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_bcb00de3c04894,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_7422edee7a6115,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_50d16b387fe1c7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_ed54fd0232f9fa,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_d524ffa25e1dbe,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_76d15614901e7c,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_c8d67899d391e5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_9ee0c4fe36d1e9,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_1c0873381cfdba,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_c2d68491ff4b0d,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_0cd5f559d2262b,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_b4b8e9eec939e7,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드; 기본추천 제외 상품
cultbeauty_e2b1f4aa037c7f,0.58,0.66,0.70,0.62,0.70,0.55,정보없음,low,가벼운 수분 제형
cultbeauty_46439b86b51e8f,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_cfab9249aca36a,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_aa649ee9a07588,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_c779e15dead5a7,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_c95127215a792b,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_cc90b19f26ff51,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_acc84573c8da3f,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_35460cbecb3f71,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_d4c18c48d25681,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형; 기본추천 제외 상품
cultbeauty_9849dab5685fb6,0.94,0.48,0.55,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉; 오일/밤 제형
cultbeauty_024b291823ed18,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_e689b71a27df06,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_338fd822989f71,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_f77884baea5a7b,0.58,0.76,0.72,0.62,0.58,0.47,정보없음,low,피지/트러블 키워드
cultbeauty_239de589ea5060,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_aa8fbb3ac44987,0.78,0.66,0.70,0.70,0.92,0.55,정보없음,low,보습/장벽 컨셉; 가벼운 수분 제형
cultbeauty_f16bd8a4f57279,0.74,0.48,0.55,0.62,0.58,0.55,정보없음,low,오일/밤 제형
cultbeauty_d69cb1f2c95ffb,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_20f284297cae48,0.84,0.58,0.60,0.70,0.88,0.77,민감가능,low,보습/장벽 컨셉; 진정/민감 키워드
cultbeauty_129bb6c175d188,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_d0c8eefc188abc,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_1d82a95bd27792,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_683c3d1e0f6671,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_560767ed6f1d7e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_dfe265a11133a5,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_abf91457391b4c,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_23ff8fee4544a0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_dcdd8a27043f08,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_1dc20c9ec3154e,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_aa517ff6698be0,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,unknown,해외 상품명 기반 기본값
cultbeauty_2468c69cab1c92,0.58,0.58,0.60,0.62,0.58,0.55,정보없음,low,기본추천 제외 상품
cultbeauty_ebd12195dba079,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
cultbeauty_85b8cdee04859a,0.78,0.58,0.60,0.70,0.80,0.55,정보없음,low,보습/장벽 컨셉
