ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
hydrolyzed_sclerotium_gum,하이드롤라이즈드스클레로튬검,Hydrolyzed Sclerotium Gum,43,43,,,exact_name,HYDROLYZED SCLEROTIUM GUM,FILM FORMING|HUMECTANT|SKIN PROTECTING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phaseolus_radiatus_sprout_extract,녹두싹추출물,Phaseolus Radiatus Sprout Extract,43,43,,,exact_name,PHASEOLUS RADIATUS SPROUT EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glucuronic_acid,글루쿠로닉애씨드,Glucuronic Acid,42,42,,,exact_name,GLUCURONIC ACID,BUFFERING|CHELATING|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cymbopogon_schoenanthus_extract,카멜그라스추출물,Cymbopogon Schoenanthus Extract,41,41,,,exact_name,CYMBOPOGON SCHOENANTHUS EXTRACT,SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
potassium_methoxysalicylate,포타슘메톡시살리실레이트,Potassium Methoxysalicylate,41,41,,,exact_name,POTASSIUM METHOXYSALICYLATE,BLEACHING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sulfur,황,Sulfur,41,41,,,exact_name,SULFUR,ANTI-SEBORRHEIC|ANTI-SEBUM|ANTISTATIC|HAIR CONDITIONING|SKIN CONDITIONING,,0,effect_acne_sebum,effect_acne_sebum:high:ANTI-SEBORRHEIC,Y,Y,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
calcium_pca,칼슘피씨에이,Calcium PCA,40,40,,,exact_name,CALCIUM PCA,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
viscum_album_mistletoe_extract,겨우살이추출물,Viscum Album (Mistletoe) Extract,40,40,,,official_name_variant,VISCUM ALBUM EXTRACT,NAIL CONDITIONING|SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropyl_bis_hydroxyethyldimonium_chloride,하이드록시프로필비스-하이드록시에틸다이모늄클로라이드,Hydroxypropyl Bis-Hydroxyethyldimonium Chloride,39,39,,,exact_name,HYDROXYPROPYL BIS-HYDROXYETHYLDIMONIUM CHLORIDE,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
swertia_chirata_extract,키라야타추출물,Swertia Chirata Extract,38,38,,,exact_name,SWERTIA CHIRATA EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_7_amodimethicone,피이지-7아모다이메티콘,PEG-7 Amodimethicone,37,37,,,exact_name,PEG-7 AMODIMETHICONE,HAIR CONDITIONING|HUMECTANT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polycitronellol_acetate,폴리시트로넬올아세테이트,Polycitronellol Acetate,36,36,,,exact_name,POLYCITRONELLOL ACETATE,FRAGRANCE|HAIR CONDITIONING|HAIR WAVING OR STRAIGHTENING|HUMECTANT|SKIN CONDITIONING - EMOLLIENT|SKIN CONDITIONING - HUMECTANT|SKIN CONDITIONING - OCCLUSIVE,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_10,피이지-10,PEG-10,35,35,,,exact_name,PEG-10,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglycerin_10,폴리글리세린-10,Polyglycerin-10,35,35,,,exact_name,POLYGLYCERIN-10,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
silkworm_cocoon_extract,누에고치추출물,Silkworm Cocoon Extract,35,35,,,exact_name,SILKWORM COCOON EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
symphytum_officinale_root_extract,컴프리뿌리추출물,Symphytum Officinale Root Extract,35,35,,,exact_name,SYMPHYTUM OFFICINALE ROOT EXTRACT,ANTI-SEBORRHEIC|SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
zinc_pyrithione,징크피리치온,Zinc Pyrithione,35,35,,,exact_name,ZINC PYRITHIONE,ANTI-SEBORRHEIC|ANTI-SEBUM|HAIR CONDITIONING|PRESERVATIVE,Annex II/1670,4,,,N,Y,Y,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
camellia_sinensis_extract,차나무추출물,Camellia Sinensis Extract,34,34,,,exact_name,CAMELLIA SINENSIS EXTRACT,ANTIOXIDANT|BLEACHING|SKIN CONDITIONING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sesamum_indicum_sesame_seed_extract_kcia_2795,참깨추출물,Sesamum Indicum (Sesame) Seed Extract,34,34,,,official_name_variant,SESAMUM INDICUM SEED EXTRACT,HAIR CONDITIONING|SKIN CONDITIONING|SMOOTHING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
honokiol,호노키올,Honokiol,33,33,,,exact_name,HONOKIOL,ANTIOXIDANT|BLEACHING|SKIN CONDITIONING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sparassis_crispa_extract,꽃송이버섯추출물,Sparassis Crispa Extract,33,33,,,exact_name,SPARASSIS CRISPA EXTRACT,EMULSION STABILISING|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pca_ethyl_cocoyl_arginate,피씨에이에틸코코일알지네이트,PCA Ethyl Cocoyl Arginate,32,32,,,exact_name,PCA ETHYL COCOYL ARGINATE,ANTISTATIC|MOISTURISING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phaeodactylum_tricornutum_extract,파에오닥틸룸 트리코르누툼추출물,Phaeodactylum Tricornutum Extract,32,32,,,exact_name,PHAEODACTYLUM TRICORNUTUM EXTRACT,HUMECTANT|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
thuja_occidentalis_leaf_extract,서양측백나무잎추출물,Thuja Occidentalis Leaf Extract,31,31,,,exact_name,THUJA OCCIDENTALIS LEAF EXTRACT,ANTIOXIDANT|BLEACHING|HAIR CONDITIONING|PERFUMING|SKIN CONDITIONING,III/119,0,effect_brightening,effect_brightening:high:BLEACHING,Y,Y,Y,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
adansonia_digitata_pulp_extract,바오밥나무펄프추출물,Adansonia Digitata Pulp Extract,30,30,,,exact_name,ADANSONIA DIGITATA PULP EXTRACT,HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
potassium_pca,포타슘피씨에이,Potassium PCA,30,30,,,exact_name,POTASSIUM PCA,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
euphrasia_officinalis_extract,아이브라이트추출물,Euphrasia Officinalis Extract,29,29,,,exact_name,EUPHRASIA OFFICINALIS EXTRACT,ANTIMICROBIAL|ASTRINGENT|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cetraria_islandica_extract,아이슬란드이끼추출물,Cetraria Islandica Extract,28,28,,,exact_name,CETRARIA ISLANDICA EXTRACT,CLEANSING|SKIN CONDITIONING - EMOLLIENT|SMOOTHING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
lactitol,락티톨,Lactitol,28,28,,,exact_name,LACTITOL,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_persica_peach_juice,복숭아즙,Prunus Persica (Peach) Juice,28,28,,,official_name_variant,PRUNUS PERSICA JUICE,MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coleus_forskohlii_root_extract,포스콜리뿌리추출물,Coleus Forskohlii Root Extract,27,27,,,exact_name,COLEUS FORSKOHLII ROOT EXTRACT,HUMECTANT|ORAL CARE|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dihydroxypropyl_arginine_hcl,다이하이드록시프로필알지닌에이치씨엘,Dihydroxypropyl Arginine HCl,27,27,,,exact_name,DIHYDROXYPROPYL ARGININE HCL,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
viscum_album_mistletoe_leaf_extract,겨우살이잎추출물,Viscum Album (Mistletoe) Leaf Extract,27,27,,,official_name_variant,VISCUM ALBUM LEAF EXTRACT,SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
orchis_mascula_flower_extract,샐렙꽃추출물,Orchis Mascula Flower Extract,26,26,,,exact_name,ORCHIS MASCULA FLOWER EXTRACT,SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
parietaria_officinalis_extract,펠리토리추출물,Parietaria Officinalis Extract,26,26,,,exact_name,PARIETARIA OFFICINALIS EXTRACT,SKIN CONDITIONING - EMOLLIENT|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sh_oligopeptide_9,에스에이치-올리고펩타이드-9,sh-Oligopeptide-9,26,26,,,exact_name,SH-OLIGOPEPTIDE-9,HUMECTANT|SKIN CONDITIONING|SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
taraxacum_officinale_dandelion_rhizome_root_extract,서양민들레뿌리줄기/뿌리추출물,Taraxacum Officinale (Dandelion) Rhizome/Root Extract,26,26,,,official_name_variant,TARAXACUM OFFICINALE RHIZOME/ROOT EXTRACT,SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
averrhoa_carambola_leaf_extract,스타후르츠잎추출물,Averrhoa Carambola Leaf Extract,25,25,,,exact_name,AVERRHOA CARAMBOLA LEAF EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
betula_alba_leaf_extract,만주자작나무잎추출물,Betula Alba Leaf Extract,25,25,,,exact_name,BETULA ALBA LEAF EXTRACT,ASTRINGENT|CLEANSING|FRAGRANCE|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_8_stearate,피이지-8스테아레이트,PEG-8 Stearate,25,25,,,exact_name,PEG-8 STEARATE,HUMECTANT|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
achillea_millefolium_flower_extract,서양톱풀꽃추출물,Achillea Millefolium Flower Extract,24,24,,,exact_name,ACHILLEA MILLEFOLIUM FLOWER EXTRACT,ANTIOXIDANT|HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ononis_spinosa_root_extract,레스트해로우뿌리추출물,Ononis Spinosa Root Extract,24,24,,,exact_name,ONONIS SPINOSA ROOT EXTRACT,ANTI-SEBUM|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rhodomyrtus_tomentosa_fruit_extract,도금양열매추출물,Rhodomyrtus Tomentosa Fruit Extract,24,24,,,exact_name,RHODOMYRTUS TOMENTOSA FRUIT EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
ceramide_ag,세라마이드에이지,Ceramide AG,23,23,,,exact_name,CERAMIDE AG,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cinnamomum_zeylanicum_bark_extract,실론시나몬나무껍질추출물,Cinnamomum Zeylanicum Bark Extract,23,23,,,exact_name,CINNAMOMUM ZEYLANICUM BARK EXTRACT,ANTIMICROBIAL|ANTIOXIDANT|ASTRINGENT|HUMECTANT|PERFUMING|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SKIN PROTECTING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_linseed_seed,하이드롤라이즈드아마씨,Hydrolyzed Linseed Seed,23,23,,,exact_name,HYDROLYZED LINSEED SEED,FILM FORMING|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN PROTECTING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
isobutylamido_thiazolyl_resorcinol,아이소부틸아미도티아졸릴레조시놀,Isobutylamido Thiazolyl Resorcinol,23,23,,,exact_name,ISOBUTYLAMIDO THIAZOLYL RESORCINOL,ANTIOXIDANT|BLEACHING|SKIN CONDITIONING - MISCELLANEOUS,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
oenocarpus_bataua_fruit_oil,바투아야자열매오일,Oenocarpus Bataua Fruit Oil,23,23,,,exact_name,OENOCARPUS BATAUA FRUIT OIL,MOISTURISING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_caproyl_lauroyl_lactylate,소듐카프로일/라우로일락틸레이트,Sodium Caproyl/Lauroyl Lactylate,23,23,,,exact_name,SODIUM CAPROYL/LAUROYL LACTYLATE,ANTI-SEBORRHEIC|ANTIMICROBIAL|CLEANSING|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sodium_mannose_phosphate,소듐만노오스포스페이트,Sodium Mannose Phosphate,23,23,,,exact_name,SODIUM MANNOSE PHOSPHATE,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bis_ethoxydiglycol_cyclohexane_1_4_dicarboxylate,"비스-에톡시다이글라이콜사이클로헥산1,4-다이카복실레이 트","Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate",22,22,,,exact_name,"BIS-ETHOXYDIGLYCOL CYCLOHEXANE 1,4-DICARBOXYLATE",EMULSION STABILISING|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
stearyl_palmitate,스테아릴팔미테이트,Stearyl Palmitate,22,22,,,exact_name,STEARYL PALMITATE,BINDING|HAIR CONDITIONING|HUMECTANT|LIGHT STABILIZER|OPACIFYING|SKIN CONDITIONING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
palmitoyl_palmitamide_mea,팔미토일팔미타마이드엠이에이,Palmitoyl Palmitamide MEA,21,21,,,exact_name,PALMITOYL PALMITAMIDE MEA,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN PROTECTING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
betaphycus_gelatinum_extract,베타피쿠스 겔라티눔추출물,Betaphycus Gelatinum Extract,20,20,,,exact_name,BETAPHYCUS GELATINUM EXTRACT,BLEACHING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
methyl_glucose_dioleate,메틸글루코오스다이올리에이트,Methyl Glucose Dioleate,20,20,,,exact_name,METHYL GLUCOSE DIOLEATE,HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
methylheptylglycerin,메틸헵틸글리세린,Methylheptylglycerin,20,20,,,exact_name,METHYLHEPTYLGLYCERIN,DEODORANT|HUMECTANT|SKIN CONDITIONING - MISCELLANEOUS,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_9,피이지-9,PEG-9,20,20,,,exact_name,PEG-9,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sulfated_castor_oil,설페이티드캐스터오일,Sulfated Castor Oil,20,20,,,exact_name,SULFATED CASTOR OIL,CLEANSING|HUMECTANT|SURFACTANT - CLEANSING|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
zymomonas_ferment_extract,자이모모나스발효추출물,Zymomonas Ferment Extract,20,20,,,exact_name,ZYMOMONAS FERMENT EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
arginine_pca,알지닌피씨에이,Arginine PCA,19,19,,,exact_name,ARGININE PCA,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coix_lacryma_jobi_ma_yuen_seed_powder,율무씨가루,Coix Lacryma-Jobi Ma-yuen Seed Powder,19,19,,,exact_name,COIX LACRYMA-JOBI MA-YUEN SEED POWDER,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
platonia_insignis_seed_butter,바쿠리씨버터,Platonia Insignis Seed Butter,19,19,,,exact_name,PLATONIA INSIGNIS SEED BUTTER,HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT|SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
