ingredient_id,name_ko,name_en,product_row_count,product_count,current_effect_ids,current_risk_types,cosing_match_status,cosing_inci_name,cosing_functions,cosing_restrictions,cosing_sccs_opinion_count,effect_signal_ids,effect_signal_basis,role_effect_candidate,role_formulation,role_risk_review,role_general_other,role_unresolved,research_priority,classification_status,classification_note,source_url,source_fetched_on
prunus_persica_peach_kernel_extract,복숭아씨추출물,Prunus Persica (Peach) Kernel Extract,19,19,,,official_name_variant,PRUNUS PERSICA KERNEL EXTRACT,MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
scrophularia_nodosa_extract,스크로폴라리아 노도사추출물,Scrophularia Nodosa Extract,19,19,,,exact_name,SCROPHULARIA NODOSA EXTRACT,SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
tamarindus_indica_extract,타마린드추출물,Tamarindus Indica Extract,19,19,,,exact_name,TAMARINDUS INDICA EXTRACT,KERATOLYTIC|SMOOTHING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
azulene,아줄렌,Azulene,18,18,,,exact_name,AZULENE,SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
davidsonia_jerseyana_fruit_extract,다비드소니아 예르세야나열매추출물,Davidsonia Jerseyana Fruit Extract,18,18,,,exact_name,DAVIDSONIA JERSEYANA FRUIT EXTRACT,ANTIOXIDANT|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
glycereth_20,글리세레스-20,Glycereth-20,18,18,,,exact_name,GLYCERETH-20,HUMECTANT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_14,피이지-14,PEG-14,18,18,,,exact_name,PEG-14,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_33,피이지-33,PEG-33,18,18,,,exact_name,PEG-33,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_serotina_wild_cherry_bark_extract,블랙체리나무껍질추출물,Prunus Serotina (Wild Cherry) Bark Extract,18,18,,,official_name_variant,PRUNUS SEROTINA BARK EXTRACT,FRAGRANCE|MOISTURISING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rhododendron_chrysanthum_leaf_extract,노랑만병초잎추출물,Rhododendron Chrysanthum Leaf Extract,18,18,,,exact_name,RHODODENDRON CHRYSANTHUM LEAF EXTRACT,FRAGRANCE|SKIN PROTECTING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rosmarinic_acid,로즈마리닉애씨드,Rosmarinic Acid,18,18,,,exact_name,ROSMARINIC ACID,ANTIOXIDANT|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
sclerocarya_birrea_seed_butter,마룰라씨버터,Sclerocarya Birrea Seed Butter,18,18,,,exact_name,SCLEROCARYA BIRREA SEED BUTTER,SKIN CONDITIONING - EMOLLIENT|SKIN CONDITIONING - HUMECTANT|SKIN CONDITIONING - OCCLUSIVE,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
algae_oligosaccharides,조류올리고사카라이드,Algae Oligosaccharides,17,17,,,exact_name,ALGAE OLIGOSACCHARIDES,SKIN CONDITIONING - HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
bambusa_vulgaris_shoot_extract,밤부사 불가리스싹추출물,Bambusa Vulgaris Shoot Extract,17,17,,,exact_name,BAMBUSA VULGARIS SHOOT EXTRACT,ANTIOXIDANT|ASTRINGENT|HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
coptis_japonica_extract,황련추출물,Coptis Japonica Extract,17,17,,,exact_name,COPTIS JAPONICA EXTRACT,ANTI-SEBORRHEIC|ANTIMICROBIAL|HAIR CONDITIONING|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydroxypropyltrimonium_lemon_protein,하이드록시프로필트라이모늄레몬단백질,Hydroxypropyltrimonium Lemon Protein,17,17,,,exact_name,HYDROXYPROPYLTRIMONIUM LEMON PROTEIN,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
olive_glycerides,올리브글리세라이즈,Olive Glycerides,17,17,,,exact_name,OLIVE GLYCERIDES,HUMECTANT|SURFACTANT - EMULSIFYING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
schizosaccharomyces_ferment_filtrate,스키조사카로미세스발효여과물,Schizosaccharomyces Ferment Filtrate,17,17,,,exact_name,SCHIZOSACCHAROMYCES FERMENT FILTRATE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
acorus_gramineus_extract,석창포추출물,Acorus Gramineus Extract,16,16,,,exact_name,ACORUS GRAMINEUS EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
dihydroxyisopropyl_palmoylpalmamide,다이하이드록시아이소프로필팔모일팜아마이드,Dihydroxyisopropyl Palmoylpalmamide,16,16,,,exact_name,DIHYDROXYISOPROPYL PALMOYLPALMAMIDE,HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING|SKIN PROTECTING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
leonurus_sibiricus_flower_leaf_stem_extract,익모초꽃/잎/줄기추출물,Leonurus Sibiricus Flower/Leaf/Stem Extract,16,16,,,exact_name,LEONURUS SIBIRICUS FLOWER/LEAF/STEM EXTRACT,SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
magnolol,마그놀올,Magnolol,16,16,,,exact_name,MAGNOLOL,ANTIOXIDANT|BLEACHING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
prunus_armeniaca_apricot_juice,살구즙,Prunus Armeniaca (Apricot) Juice,16,16,,,official_name_variant,PRUNUS ARMENIACA JUICE,MOISTURISING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
undecylenoyl_glycine,운데실레노일글라이신,Undecylenoyl Glycine,16,16,,,exact_name,UNDECYLENOYL GLYCINE,ANTI-SEBORRHEIC|ANTI-SEBUM|ANTIMICROBIAL|DEODORANT|HAIR CONDITIONING|SURFACTANT - CLEANSING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
acetamidoethoxyethanol,아세타미도에톡시에탄올,Acetamidoethoxyethanol,15,15,,,exact_name,ACETAMIDOETHOXYETHANOL,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
chlamydomonas_reinhardtii_extract,클라미도모나스 레인하르드티이추출물,Chlamydomonas Reinhardtii Extract,14,14,,,exact_name,CHLAMYDOMONAS REINHARDTII EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
echinacea_angustifolia_extract,에키네시아추출물,Echinacea Angustifolia Extract,14,14,,,exact_name,ECHINACEA ANGUSTIFOLIA EXTRACT,MOISTURISING|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hyaluronic_acid_polyisopropylacrylamide_copolymer,하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴 리머,Hyaluronic Acid/Polyisopropylacrylamide Copolymer,14,14,,,exact_name,HYALURONIC ACID/POLYISOPROPYLACRYLAMIDE COPOLYMER,HUMECTANT|SKIN CONDITIONING - HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
isosorbide,아이소소바이드,Isosorbide,14,14,,,exact_name,ISOSORBIDE,HUMECTANT|SKIN CONDITIONING,,0,effect_moisture_barrier,effect_moisture_barrier:high:HUMECTANT,Y,N,N,N,N,P2_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
magnesium_lactate,마그네슘락테이트,Magnesium Lactate,14,14,,,exact_name,MAGNESIUM LACTATE,BUFFERING|KERATOLYTIC|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
mimosa_tenuiflora_leaf_extract,미모사 테누이플로라잎추출물,Mimosa Tenuiflora Leaf Extract,14,14,,,exact_name,MIMOSA TENUIFLORA LEAF EXTRACT,SKIN PROTECTING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
oligopeptide_68,올리고펩타이드-68,Oligopeptide-68,14,14,,,exact_name,OLIGOPEPTIDE-68,BLEACHING,,0,effect_brightening,effect_brightening:high:BLEACHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_180,피이지-180,PEG-180,14,14,,,exact_name,PEG-180,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
potassium_nitrate,포타슘나이트레이트,Potassium Nitrate,14,14,,,exact_name,POTASSIUM NITRATE,ORAL CARE|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
citrus_glauca_fruit_extract,데저트라임열매추출물,Citrus Glauca Fruit Extract,13,13,,,exact_name,CITRUS GLAUCA FRUIT EXTRACT,ANTISTATIC|HAIR CONDITIONING|HUMECTANT|SKIN CONDITIONING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hamamelis_virginiana_witch_hazel_flower_water,버지니아풍년화꽃수,Hamamelis Virginiana (Witch Hazel) Flower Water,13,13,,,official_name_variant,HAMAMELIS VIRGINIANA FLOWER WATER,ASTRINGENT|HAIR CONDITIONING|SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
paulownia_tomentosa_leaf_extract,참오동나무잎추출물,Paulownia Tomentosa Leaf Extract,13,13,,,exact_name,PAULOWNIA TOMENTOSA LEAF EXTRACT,ASTRINGENT|HAIR CONDITIONING|SKIN CONDITIONING|SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,Y,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phalaenopsis_amabilis_extract,팔라애놉시스 아마빌리스추출물,Phalaenopsis Amabilis Extract,13,13,,,exact_name,PHALAENOPSIS AMABILIS EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
polyglycerin_4,폴리글리세린-4,Polyglycerin-4,13,13,,,exact_name,POLYGLYCERIN-4,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rosa_canina_seed_extract,로즈힙씨추출물,Rosa Canina Seed Extract,13,13,,,exact_name,ROSA CANINA SEED EXTRACT,HUMECTANT|SKIN CONDITIONING|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
salix_alba_willow_bark_water,흰버드나무껍질수,Salix Alba (Willow) Bark Water,13,13,,,official_name_variant,SALIX ALBA BARK WATER,ASTRINGENT|SKIN CONDITIONING|SOOTHING|TONIC,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
alpha_glucan,알파-글루칸,Alpha-Glucan,12,12,,,exact_name,ALPHA-GLUCAN,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
cnidium_monnieri_fruit_extract,벌사상자열매추출물,Cnidium Monnieri Fruit Extract,12,12,,,exact_name,CNIDIUM MONNIERI FRUIT EXTRACT,HUMECTANT|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_corn_starch_hydroxyethyl_ether,하이드롤라이즈드옥수수전분하이드록시에틸에터,Hydrolyzed Corn Starch Hydroxyethyl Ether,12,12,,,exact_name,HYDROLYZED CORN STARCH HYDROXYETHYL ETHER,EMULSION STABILISING|HUMECTANT|VISCOSITY CONTROLLING,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
hydrolyzed_proanthocyanidin,하이드롤라이즈드프로안토시아니딘,Hydrolyzed Proanthocyanidin,12,12,,,exact_name,HYDROLYZED PROANTHOCYANIDIN,ANTIOXIDANT|HUMECTANT|SKIN CONDITIONING - EMOLLIENT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
mesembryanthemum_crystallinum_extract,아이스플랜트추출물,Mesembryanthemum Crystallinum Extract,12,12,,,exact_name,MESEMBRYANTHEMUM CRYSTALLINUM EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
peg_40,피이지-40,PEG-40,12,12,,,exact_name,PEG-40,HUMECTANT|SOLVENT,,0,,,N,Y,N,N,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pfaffia_paniculata_root_extract,수마뿌리추출물,Pfaffia Paniculata Root Extract,12,12,,,exact_name,PFAFFIA PANICULATA ROOT EXTRACT,SOOTHING,,0,effect_calming,effect_calming:high:SOOTHING,Y,N,N,N,N,P1_initial_evidence,candidate_unverified,CosIng 직접 신호 또는 인체 국소 PubMed 사전검사 통과 후보이며 논문 근거나 점수 승인은 아님,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
phoenix_dactylifera_date_seed_extract,대추야자씨추출물,Phoenix Dactylifera (Date) Seed Extract,12,12,,,official_name_variant,PHOENIX DACTYLIFERA SEED EXTRACT,MOISTURISING|SKIN CONDITIONING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
pichia_ferment_lysate_filtrate,피키아발효용해여과물,Pichia Ferment Lysate Filtrate,12,12,,,exact_name,PICHIA FERMENT LYSATE FILTRATE,HUMECTANT|SKIN CONDITIONING|SKIN PROTECTING,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
rosa_rugosa_leaf_extract,해당화잎추출물,Rosa Rugosa Leaf Extract,12,12,,,exact_name,ROSA RUGOSA LEAF EXTRACT,HUMECTANT,,0,,,N,N,N,Y,N,not_selected,not_selected,인체 국소 PubMed 사전검사 미통과,https://single-market-economy.ec.europa.eu/sectors/cosmetics/cosmetic-ingredient-database_en,2026-07-12
