ingredient_rank,ingredient_id,name_ko,name_en,canonical_name,ingredient_entity_type,product_count,search_status,search_result_status,source_status_json,sources_searched,sources_not_searched,raw_candidate_count,deduplicated_paper_count,representative_paper_count,eligibility_status,all_eligibility_statuses,verification_status,all_verification_statuses,applicability_status,all_applicability_statuses,effect_mapping_status,outcome_direction,score_status,machine_signal_status,primary_status,all_statuses,all_machine_signal_statuses,conflicting_evidence,candidate_effect_ids,new_effect_candidates,representative_paper_keys,full_text_gate,status_scope,review_status,runtime_score_change,manifest_version,manifest_sha256,ingredient_dictionary_sha256,outcome_dictionary_sha256,direction_dictionary_sha256,policy_version
351,ulmus_davidiana_root_extract,당느릅나무뿌리추출물,Ulmus Davidiana Root Extract,Ulmus Davidiana Root Extract,not_extracted,906,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,51,50,3,wrong_ingredient,ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1096/fasebj.20.5.a1057-a|DOI:10.1096/fasebj.31.1_supplement.793.10|DOI:10.1016/j.etap.2006.10.005,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
352,calendula_officinalis_flower_extract,포트마리골드꽃추출물,Calendula Officinalis Flower Extract,Calendula Officinalis Flower Extract,not_extracted,901,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,61,59,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,medical_context_limited,experimental_challenge_limited|medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:31145533|PMID:32784521|DOI:10.51415/10321/2899,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
353,theobroma_cacao_cocoa_seed_butter,카카오씨버터,Theobroma Cacao (Cocoa) Seed Butter,Theobroma Cacao (Cocoa) Seed Butter,not_extracted,901,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,82,72,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|not_applicable,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:23313995|PMID:18715434|TITLE:evaluation of industrial crop emollients from perilla oil cocoa butter and wild almond butter extracts physicochemical characterization stability bioactivity and clinical efficacy of product formulations in a double blind trial,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
354,polymethyl_methacrylate,폴리메틸메타크릴레이트,Polymethyl Methacrylate,Polymethyl Methacrylate,not_extracted,893,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,154,138,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|correction_pending|full_text_unavailable,medical_context_limited,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:41925351|PMID:33308245|PMID:39821769,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
355,hexyl_laurate,헥실라우레이트,Hexyl Laurate,Hexyl Laurate,not_extracted,891,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,52,42,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,general_skin|not_applicable,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|reject_wrong_scope,N,,,DOI:10.20944/preprints202103.0124.v1|DOI:10.1034/j.1600-0846.2003.00363.x|DOI:10.1159/000249188,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
356,houttuynia_cordata_extract,약모밀추출물,Houttuynia Cordata Extract,Houttuynia Cordata Extract,not_extracted,891,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,54,50,3,wrong_ingredient,ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,not_applicable,not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1007/s12639-011-0050-7|DOI:10.1039/c2fo30228d|DOI:10.5530/pj.2017.3.65,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
357,glyceryl_acrylate_acrylic_acid_copolymer,글리세릴아크릴레이트/아크릴릭애씨드코폴리머,Glyceryl Acrylate/Acrylic Acid Copolymer,Glyceryl Acrylate/Acrylic Acid Copolymer,not_extracted,886,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:zero_results|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,50,40,3,wrong_ingredient,wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,experimental_challenge_limited|not_applicable,not_mapped,not_applicable,not_scoreable,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,reject_wrong_scope,N,,,DOI:10.1002/0471125474.tox160|DOI:10.1002/app.23252|DOI:10.1002/app.26417,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
358,phytosterols,피토스테롤,Phytosterols,Phytosterols,not_extracted,886,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,168,156,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,not_applicable,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,mapped_existing,unclear,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|safety_only|reject_wrong_scope,N,,,DOI:10.1111/j.1468-2494.2009.00462_3.x|DOI:10.1159/000211162|PMID:26226436,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
359,portulaca_oleracea_extract,쇠비름추출물,Portulaca Oleracea Extract,Portulaca Oleracea Extract,not_extracted,885,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,53,47,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient,abstract_only,abstract_only|correction_pending|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|reject_wrong_scope,N,,,PMID:29356277|PMID:40957858|DOI:10.21203/rs.3.rs-2107564/v1,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
360,caramel,카라멜,Caramel,Caramel,not_extracted,883,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,66,54,3,formulation_not_isolated,formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,not_applicable,medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,formulation_only,formulation_only,reject_wrong_scope|formulation_only,formulation_only|safety_only|reject_wrong_scope,N,,,PMID:19180259|DOI:10.1159/000211162|DOI:10.47749/t/unicamp.2013.911983,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
361,farnesol,파네솔,Farnesol,Farnesol,not_extracted,879,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,153,143,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,experimental_challenge_limited|general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:41373884|PMID:15927814|DOI:10.1159/000211162,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
362,potassium_chloride,포타슘클로라이드,Potassium Chloride,Potassium Chloride,not_extracted,879,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success_protocol_capped|europe_pmc:success|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,157,138,3,eligible,eligible|formulation_not_isolated|ineligible_design|wrong_ingredient|wrong_route_or_site,abstract_only,abstract_only|full_text_unavailable,general_skin,general_skin|medical_context_limited|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,abstract_insufficient,abstract_insufficient,reject_wrong_scope|formulation_only|abstract_insufficient,abstract_insufficient|formulation_only|safety_only,N,,,PMID:2403943|PMID:35233584|PMID:32168466,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
363,sodium_c14_16_olefin_sulfonate,소듐C14-16올레핀설포네이트,Sodium C14-16 Olefin Sulfonate,Sodium C14-16 Olefin Sulfonate,not_extracted,877,partial,results_retrieved,"{""crossref"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success_protocol_capped"",""source_run_status"":""success_protocol_capped""},""europe_pmc"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""zero_results"",""source_run_status"":""success""},""kci"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""},""openalex"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""access_unavailable"",""source_run_status"":""access_unavailable""},""pubmed"":{""query_contract_status"":""approved_terms_only"",""rerun_required"":""N"",""search_status"":""success"",""source_run_status"":""success""},""riss"":{""query_contract_status"":""not_applicable_not_run"",""rerun_required"":""Y"",""search_status"":""not_attempted"",""source_run_status"":""provenance_incomplete""}}",pubmed:success|europe_pmc:zero_results|crossref:success_protocol_capped,openalex:access_unavailable|kci:not_attempted|riss:not_attempted,51,41,3,wrong_ingredient,ineligible_design|wrong_ingredient,abstract_only,abstract_only|full_text_unavailable,not_applicable,general_skin|not_applicable|safety_only,not_mapped,not_applicable,not_scoreable,safety_only,reject_wrong_scope,reject_wrong_scope,safety_only|reject_wrong_scope,N,,,DOI:10.25251/skin.6.4.8|DOI:10.1159/000068292|DOI:10.1002/chin.197716112,required_before_scoring,machine_screening_only,candidate_unverified,none,mwbl-ingredient-evidence-targets-466-v1.1,7779d9ebab29447f8465881efcb23b09a0f2f3751f524d19b389205ce650f26d,0ff05c147e6aeef899378f8d3c9c3ef8d09d9464f8b26fd18227cbbc5e5ad561,8b210cfd9ce5ee7d91b57739103e01050b5e0ea0284c72f16c0aa874aec18bc7,3af99cf832628c40f8cb229d8cad8c911cca9a71d60245bc469676accc86a619,mwbl-ingredient-evidence-adjudication-v1.1
